PUBID,gender,ENROLLSTAT_2009,CV_HH_SIZE_2009,CV_HIGHEST_DEGREE_2009,marital_status_2009,BIO_CHILD_HH_2009,URBAN-RURAL_2009,income_2009,health_2009,T_2009,y_2009,ENROLLSTAT_2010,CV_HH_SIZE_2010,CV_HIGHEST_DEGREE_2010,marital_status_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,income_2010,health_2010,T_2010,y_2010,CVC_HOURS_WK_YR_ALL_2009,CVC_HOURS_WK_YR_ALL_2010
7083,2,6,4,4,2,-4,1,10000,1,4,7,6,4,4,2,-4,1,49000,1,6,7,2160,2464
7084,2,3,4,2,3,2,1,29000,2,6,7,3,4,2,3,2,1,38000,2,6,8,2080,2080
7085,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1810,4015
7086,2,11,4,4,2,-4,1,49000,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,225,0
7087,1,1,5,0,1,-4,1,2000,3,2,8,1,3,0,2,-4,1,-4,2,6,8,1392,0
7088,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,2,2,-4,-3,-2,4,2,7,650,25
7089,2,5,8,3,3,1,1,35000,4,6,5,5,8,3,3,1,1,35000,3,6,5,1896,1820
7090,2,4,7,2,2,-4,1,18000,4,6,6,4,7,2,2,-4,1,13000,4,4,6,2112,2080
7091,2,1,12,0,2,4,1,-4,2,2,5,2,12,1,2,4,1,-4,3,2,4,0,0
7092,1,3,4,2,2,-4,1,-2,3,6,6,3,3,2,2,-4,1,-2,3,6,6,2995,2442
7093,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,2,2,-4,1,-4,1,6,6,0,1365
7094,2,2,2,1,5,-4,1,40000,1,5,6,2,2,1,5,-4,1,35000,1,6,6,1751,1964
7095,1,6,4,4,2,-4,1,72000,2,6,6,6,4,4,2,-4,1,64000,4,4,4,2600,2775
7096,2,6,5,4,2,-4,1,35000,2,6,8,6,2,4,2,-4,1,30000,2,6,5,880,1263
7097,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
7098,2,5,6,3,2,1,1,-2,2,6,7,5,6,3,2,1,1,60000,2,6,7,2080,2120
7099,2,5,1,3,2,-4,1,32000,4,6,7,5,1,3,2,-4,1,-2,4,4,7,-3,1041
7100,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2080
7101,1,4,3,2,3,0,1,-2,3,3,7,4,5,2,3,1,1,14500,3,3,7,2590,0
7102,1,6,2,1,2,-4,1,50000,2,5,7,6,3,4,2,-4,1,45000,2,4,6,2028,2964
7103,1,4,1,1,2,0,1,-4,2,6,6,4,1,1,2,0,1,-4,3,6,6,450,810
7104,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,1,2,-4,1,300,3,3,3,0,0
7105,2,5,4,3,2,2,1,38000,2,5,5,5,3,3,2,2,1,60000,3,6,5,1076,3836
7106,2,2,5,1,10,4,1,-4,1,4,8,2,5,1,10,2,1,2000,3,3,8,260,897
7107,2,2,4,1,2,3,1,-4,1,4,8,2,5,1,2,4,1,-4,3,3,2,0,0
7108,1,4,3,2,2,-4,1,17000,3,6,6,4,2,2,2,-4,1,6500,2,6,7,715,2558
7109,1,2,4,1,3,2,1,45000,3,6,5,2,5,1,3,2,1,45000,3,3,5,2364,2463
7110,2,4,3,2,3,1,1,50000,4,6,7,4,3,2,3,1,1,-2,3,5,8,1873,2496
7111,2,10,1,2,2,-4,1,900,2,4,7,4,2,2,2,-4,1,-4,3,6,6,1320,645
7112,2,3,7,2,2,1,1,-2,4,3,6,3,8,2,2,1,1,-2,4,2,7,962,1794
7113,1,3,3,2,2,-4,0,3000,3,4,8,3,3,2,2,-4,0,25000,3,1,7,1970,1608
7114,1,3,2,2,2,-4,1,-2,3,3,7,3,2,2,2,-4,1,18000,2,3,8,1288,468
7115,1,3,2,2,1,0,1,33000,1,4,6,3,2,2,1,1,1,36000,4,3,6,2652,2836
7116,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7117,2,4,7,2,2,1,1,-2,2,2,5,4,7,2,2,1,1,200,2,3,8,804,1360
7118,2,4,2,2,1,-4,1,22000,3,6,6,4,2,2,1,-4,1,23000,3,6,7,1892,1248
7119,1,4,2,1,3,-4,1,-4,3,4,8,4,3,1,3,-4,1,-4,3,6,8,0,0
7120,2,9,4,2,2,2,1,41000,1,6,4,9,5,2,2,2,1,15000,1,5,5,840,1960
7121,2,3,3,2,1,1,1,-1,2,3,8,3,3,2,1,1,1,-4,4,2,6,0,0
7122,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1872,1872
7123,2,5,5,3,4,1,1,37000,2,4,4,5,5,3,4,1,1,37000,1,1,2,1500,0
7124,2,4,2,2,1,-4,1,28000,2,6,7,4,2,2,1,-4,1,25000,2,6,7,2080,2080
7125,2,4,5,2,2,1,1,20000,4,6,4,4,5,2,2,1,1,-4,4,5,6,0,0
7126,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7127,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7128,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7129,1,3,4,2,1,0,1,-2,3,1,8,3,7,2,1,1,1,12000,3,2,7,2110,2400
7130,1,5,3,3,3,1,1,55000,1,4,7,5,4,3,3,2,1,73000,1,6,6,2530,2480
7131,1,2,2,1,7,0,1,52000,1,4,7,2,2,1,7,0,1,65000,1,6,7,3190,3620
7132,2,6,4,4,8,-4,1,31000,3,6,6,6,4,4,8,-4,1,27000,3,6,6,1560,2080
7133,2,1,5,0,1,3,1,-4,2,1,3,1,6,0,1,3,1,-4,3,1,5,0,0
7134,1,4,3,2,7,1,1,58000,3,5,6,4,3,2,7,1,1,58000,3,4,6,0,0
7135,1,4,3,2,2,-4,1,10000,2,6,7,4,6,2,2,-4,1,11000,3,4,7,1040,1040
7136,2,2,5,1,7,3,1,18384,4,6,5,2,5,1,3,3,1,18000,2,4,9,2080,2080
7137,2,1,7,0,2,3,1,15000,2,6,6,1,5,0,1,3,1,-4,1,3,8,680,0
7138,1,2,4,1,2,0,1,-4,3,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,550,2600
7139,2,2,6,1,2,3,1,10000,2,3,4,2,6,1,2,3,1,-4,2,4,7,912,0
7140,2,2,5,1,1,3,1,4000,4,3,5,2,6,1,1,4,1,16500,3,6,6,3120,3120
7141,1,1,7,0,2,-4,1,-4,3,1,7,1,7,0,2,-4,1,-4,3,1,6,0,0
7142,2,4,8,2,1,2,1,21000,3,2,7,4,7,2,1,2,1,19200,3,2,7,2191,2080
7143,1,6,2,4,3,-4,1,45000,2,3,8,6,2,4,3,-4,1,43000,2,3,6,2119,2246
7144,2,5,5,3,2,-4,1,35000,2,4,6,5,5,3,2,-4,1,-2,3,3,5,2340,3300
7145,2,3,7,2,3,3,1,-2,3,6,7,3,6,2,4,3,1,-2,2,6,9,2080,2080
7146,1,4,2,2,3,-4,1,30000,1,4,7,4,2,2,3,-4,1,30000,1,4,6,2562,2604
7147,2,4,5,2,4,3,1,22128,3,3,7,4,6,2,4,4,1,-2,3,2,6,1902,1814
7148,2,6,3,4,3,1,0,22000,1,6,8,6,7,4,3,2,1,22000,3,6,7,2080,2080
7149,1,2,3,1,2,-4,1,-4,1,2,10,2,2,1,2,-4,1,-4,1,6,7,0,0
7150,1,1,1,0,2,0,2,-4,2,1,7,1,1,0,2,0,0,-2,1,1,10,0,0
7151,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,2,8,-4,1,36000,2,6,5,2600,2620
7152,2,4,4,2,6,3,1,-2,2,6,5,10,4,2,8,3,1,14000,1,4,4,789,2377
7153,1,5,3,3,7,0,1,24000,1,6,6,5,2,3,7,0,1,50000,2,4,6,2212,2308
7154,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,0,2,1,1,4800,1,1,4,1560,1562
7155,1,4,2,2,2,-4,1,33800,1,6,5,4,2,2,2,-4,1,34000,2,6,7,2166,2236
7156,1,2,1,1,2,0,1,15000,3,3,5,2,1,1,2,0,1,-4,4,2,4,2760,0
7157,1,2,5,1,1,1,1,-2,3,6,6,2,5,1,3,1,1,28000,1,6,6,2230,2430
7158,2,6,2,4,2,-4,1,19000,2,5,6,6,2,4,2,-4,1,-2,2,6,6,1594,1185
7159,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7160,1,3,4,2,3,2,1,35000,3,3,6,3,4,2,3,2,1,35000,2,4,6,2934,2960
7161,2,4,2,2,2,-4,1,-4,1,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1876,2190
7162,2,4,2,2,7,-4,2,31000,4,6,6,4,2,2,7,-4,1,45000,3,6,5,2080,2080
7163,1,4,3,2,2,-4,1,3600,3,5,7,10,1,2,2,-4,1,-4,4,6,6,210,0
7164,2,4,2,2,2,1,1,40000,4,6,8,4,9,2,2,1,1,42000,2,6,8,2421,2307
7165,1,2,2,1,2,-4,1,14000,2,3,7,2,2,1,2,-4,1,10000,2,1,9,1350,1200
7166,2,6,1,4,2,-4,1,1500,3,6,7,6,1,4,2,-4,1,47000,3,6,8,2080,2080
7167,1,2,6,1,2,-4,1,30000,4,6,4,2,5,1,2,-4,1,10000,2,6,6,2300,1660
7168,1,4,3,2,7,1,1,39000,3,5,6,10,4,2,7,2,1,-2,3,6,6,2340,2285
7169,2,2,3,1,2,2,1,4500,2,2,6,2,3,1,2,2,1,6000,3,3,6,2080,2080
7170,1,4,3,2,3,1,2,45000,1,4,7,4,4,2,3,2,2,45000,1,4,7,0,0
7171,1,6,3,4,3,1,0,53000,2,6,8,6,3,4,3,1,0,55000,3,6,6,2080,2080
7172,2,1,3,0,3,1,1,45000,2,4,7,1,2,0,6,1,1,-2,1,1,7,1996,1820
7173,2,4,6,2,2,2,1,35800,3,5,6,4,3,2,2,2,1,35000,3,6,6,2260,2722
7174,1,10,7,2,2,-4,1,36000,2,6,5,9,7,3,2,-4,1,40000,2,6,6,3696,2912
7175,2,4,4,2,4,2,1,42000,2,6,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2112,2080
7176,2,4,3,2,2,2,2,-4,4,6,4,4,3,2,2,2,1,-4,4,5,5,0,0
7177,2,6,2,4,3,-4,0,39000,2,6,7,6,2,4,3,-4,1,43000,2,6,8,1976,2078
7178,2,3,8,2,2,-4,1,18720,3,1,6,3,10,2,2,-4,1,10800,2,2,10,2795,2600
7179,1,-3,4,-3,2,-4,1,2000,1,4,8,-3,4,-3,2,-4,1,4000,1,3,9,2011,2081
7180,2,4,2,2,3,-4,1,-2,1,2,8,4,4,2,3,-4,1,-2,3,4,7,1929,1520
7181,1,6,5,4,3,1,1,33000,2,6,5,6,3,4,3,1,1,49000,3,6,6,2748,3152
7182,2,7,2,5,6,1,1,48000,1,6,6,7,2,5,8,1,1,50000,2,6,6,2080,2192
7183,2,6,1,4,2,-4,1,26000,1,6,5,6,1,4,2,-4,1,27000,1,6,5,2300,2315
7184,1,4,3,2,3,-4,1,33000,1,6,7,4,5,2,3,1,1,35000,1,6,7,2243,2370
7185,2,3,4,2,3,2,1,28000,4,3,4,3,4,2,3,2,1,-2,4,1,4,1420,1600
7186,1,6,2,4,2,-4,1,34000,3,6,5,6,2,4,2,-4,1,24000,3,6,5,1040,1460
7187,2,11,1,4,2,-4,1,-2,1,6,8,11,1,4,2,-4,1,22000,1,6,8,1726,-3
7188,2,4,4,2,3,2,1,23000,2,6,7,4,5,2,3,2,1,30000,2,5,7,1879,2080
7189,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7190,1,6,3,4,3,1,2,51000,2,3,7,6,3,4,3,1,0,55000,3,5,6,3120,3120
7191,1,3,6,2,1,2,0,18000,3,5,7,3,2,2,2,0,1,19000,3,1,7,200,640
7192,2,3,2,2,8,1,1,12000,4,6,3,3,3,2,8,1,1,-4,3,3,5,-3,1085
7193,1,10,3,2,2,-4,1,20000,4,3,5,10,3,2,2,-4,1,-4,5,6,6,2080,2080
7194,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,4,4,3,1,1,43000,1,5,7,-3,2080
7195,1,4,2,2,3,-4,1,35000,1,6,6,4,2,2,3,-4,1,35000,1,6,7,1996,2120
7196,1,10,3,2,3,1,1,17000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2272,2236
7197,1,9,2,2,5,0,1,-2,3,6,6,10,2,3,5,0,1,-4,3,6,5,80,0
7198,2,7,4,5,2,-4,1,50000,3,4,8,7,1,5,2,-4,1,60000,2,6,8,2260,2340
7199,2,4,4,2,1,1,1,40000,3,6,6,4,2,2,2,1,1,32000,4,6,5,2353,2692
7200,2,6,2,4,3,-4,1,39000,2,5,7,6,2,4,3,-4,1,36500,2,6,7,2080,2120
7201,1,4,3,2,3,1,1,73000,2,6,6,4,3,2,3,1,1,88000,2,6,6,2600,2600
7202,1,4,5,2,-3,0,2,22000,2,2,6,4,5,2,3,0,1,-4,2,3,10,2120,1088
7203,1,3,5,2,2,-4,2,-4,1,6,9,3,5,2,2,-4,1,-4,3,2,8,0,0
7204,2,3,3,2,2,2,2,15200,3,4,6,3,4,2,1,2,1,2000,3,5,6,760,3470
7205,1,6,4,4,2,-4,1,43000,3,5,7,6,4,4,2,-4,1,20000,3,3,7,1705,1560
7206,1,6,1,4,2,-4,2,59000,3,6,5,6,1,4,2,-4,0,60000,3,5,6,2288,2288
7207,1,4,2,2,2,-4,1,30000,3,4,8,4,1,2,2,-4,1,-4,1,5,8,1116,0
7208,2,3,3,2,2,-4,1,13000,2,4,6,3,4,2,2,-4,1,-2,1,6,6,1180,1930
7209,1,10,3,2,3,1,1,45000,2,6,6,4,3,2,3,1,1,45000,2,5,6,0,0
7210,1,11,2,4,2,-4,1,4500,2,4,7,11,2,4,2,-4,1,47000,2,6,7,2005,1640
7211,2,4,4,2,2,3,1,21000,2,6,6,4,6,2,3,4,1,19000,3,3,5,2080,2010
7212,1,3,7,2,2,-4,1,25000,4,3,6,3,3,2,2,-4,1,25000,4,4,5,2952,2386
7213,2,4,2,2,7,-4,1,32000,1,3,7,4,2,2,7,-4,1,37000,1,3,6,2019,2359
7214,1,1,3,0,2,-4,0,5500,1,1,8,1,3,0,2,-4,0,20000,1,1,6,2072,920
7215,2,4,3,2,2,-4,1,25875,3,3,6,4,3,2,2,-4,1,34000,4,3,7,3170,3617
7216,1,4,2,2,2,-4,1,10000,1,6,8,4,1,2,2,-4,1,19000,2,3,6,1515,2040
7217,2,6,2,4,2,-4,1,31000,1,5,7,6,2,4,2,-4,1,41000,1,6,8,2193,2320
7218,2,3,3,2,2,-4,1,-4,1,1,8,3,4,2,2,-4,1,-4,3,1,9,0,0
7219,1,3,1,2,2,-4,1,10000,3,3,5,3,1,2,2,-4,0,8000,4,3,5,-3,6656
7220,1,2,11,1,3,4,1,10000,2,1,6,2,10,1,7,4,1,30000,3,4,6,2075,1775
7221,1,11,3,4,3,1,1,20000,4,6,4,7,3,5,3,1,1,25000,3,6,4,3731,2042
7222,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3380,3380
7223,1,9,3,2,3,1,1,-2,2,6,8,11,4,4,3,2,1,-4,3,6,6,722,325
7224,1,3,4,2,3,2,1,34000,1,3,7,3,4,2,3,2,1,38000,2,4,7,2410,2720
7225,1,6,5,4,1,1,1,55000,2,6,7,6,4,4,1,2,1,72000,1,6,5,2184,2400
7226,2,10,5,2,3,1,1,10000,2,2,6,6,5,4,3,1,1,13000,2,2,5,1090,1090
7227,1,1,5,0,1,2,2,36000,1,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2178,2444
7228,1,3,3,2,4,-4,0,60000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
7229,1,3,1,2,2,-4,1,23000,2,1,7,3,1,2,2,-4,1,-2,2,1,6,2925,3380
7230,2,1,2,0,2,0,1,-4,5,1,12,1,2,0,1,0,1,-4,5,1,8,0,0
7231,1,1,2,0,1,-4,2,-4,4,1,7,1,5,0,2,-4,1,-4,5,1,8,0,0
7232,2,1,5,0,2,4,1,5672,5,2,8,1,5,0,2,4,1,-4,4,6,6,880,0
7233,1,1,4,0,1,2,1,-4,2,6,8,1,4,0,1,2,1,8000,4,3,6,165,840
7234,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,0,2,-4,0,-4,3,1,8,0,0
7235,2,4,2,2,2,1,1,10000,2,3,7,4,11,2,2,2,1,7500,3,3,7,1109,1040
7236,2,2,2,1,7,-4,2,-4,2,5,8,2,2,1,7,-4,1,-4,3,6,8,0,0
7237,2,4,2,2,3,-4,1,-1,1,2,8,4,3,2,3,1,0,-4,3,6,7,240,2000
7238,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7239,1,4,5,2,8,0,1,-4,3,6,8,4,6,2,8,0,1,-4,4,6,8,0,0
7240,2,4,4,1,1,2,1,12000,3,1,10,4,4,1,1,2,1,14000,3,2,8,1472,2274
7241,2,3,8,2,7,3,1,-4,3,1,7,3,8,2,7,3,1,-4,3,1,8,0,0
7242,1,4,2,2,2,-4,1,75000,1,6,8,4,2,2,2,-4,1,42000,1,4,8,2340,2340
7243,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,7,2,2,2,1,36000,1,6,6,2080,2080
7244,2,1,6,0,1,4,1,-2,3,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1640,2080
7245,1,2,4,1,3,0,1,-4,3,6,8,2,4,1,3,0,1,2000,3,6,5,160,2140
7246,1,4,6,2,3,2,1,52000,4,3,6,4,6,2,3,2,1,58000,4,2,8,3120,3260
7247,1,1,1,0,2,0,1,-4,1,1,8,8,1,0,2,1,0,-4,2,1,8,0,0
7248,1,2,6,1,2,3,1,-4,1,3,8,2,1,1,2,0,1,-4,3,6,9,0,0
7249,1,2,4,1,2,0,1,-4,1,4,8,2,4,1,2,0,1,-4,2,1,6,0,0
7250,1,2,1,1,2,0,2,-4,1,1,8,2,1,1,2,0,0,-4,1,1,7,0,0
7251,1,2,5,1,1,3,1,55000,2,3,7,2,5,1,1,3,1,46000,4,4,5,2230,2600
7252,1,4,1,2,2,-4,1,19300,2,6,8,4,1,2,2,-4,1,14300,2,6,7,2685,2100
7253,1,2,6,1,1,4,1,600,2,3,7,9,5,1,1,3,1,-4,2,2,8,240,240
7254,1,3,2,2,1,0,1,52000,1,4,6,3,2,2,3,0,1,40000,2,4,6,2756,3914
7255,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7256,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2608,5408
7257,1,6,2,4,2,0,1,72000,2,6,7,6,2,4,3,0,1,65000,2,6,7,2080,984
7258,2,6,3,4,2,-4,1,40000,2,6,7,6,2,4,2,-4,1,34000,2,6,8,2080,2080
7259,1,10,2,2,2,-4,1,24000,4,3,8,10,2,2,1,-4,1,30000,4,6,6,2580,2080
7260,1,2,3,1,2,-4,1,30000,4,1,6,2,3,1,2,-4,1,-4,4,3,8,0,0
7261,1,3,3,2,2,-4,1,70000,2,6,7,3,3,2,2,-4,1,-2,1,6,8,-3,2605
7262,2,4,3,2,3,1,1,26400,3,6,7,4,4,2,4,1,1,30000,2,6,6,2080,2080
7263,2,1,4,0,2,3,2,28000,3,1,7,1,5,0,2,4,1,14000,2,1,8,2126,342
7264,2,1,2,0,2,-4,1,22000,3,5,7,1,2,0,2,-4,1,28000,1,6,8,2379,2305
7265,1,2,5,1,1,-4,0,25000,2,4,9,2,5,1,1,-4,0,22000,3,4,6,2080,2100
7266,1,1,3,0,1,0,0,-4,2,6,8,1,3,0,1,1,0,-4,1,3,6,930,1230
7267,1,3,6,2,1,0,2,3000,1,3,8,3,6,2,2,0,0,-4,1,3,8,1840,0
7268,2,4,2,2,2,1,2,-4,4,1,8,4,3,2,1,1,2,-4,1,4,7,0,0
7269,2,3,3,2,3,1,2,12000,3,5,8,3,3,2,3,1,0,14000,3,6,6,2028,2039
7270,2,10,3,2,2,1,1,-4,3,3,6,10,4,2,2,1,1,-4,4,4,6,0,0
7271,1,4,2,2,1,-4,1,28000,3,4,7,4,2,2,1,-4,1,35000,2,3,5,3107,4025
7272,1,4,4,2,2,-4,0,-4,2,3,8,4,4,2,2,-4,0,-4,2,3,8,0,0
7273,2,3,3,2,2,1,0,11000,4,3,7,3,3,2,2,1,0,7000,4,6,8,1930,1680
7274,1,3,2,2,2,0,0,-4,3,1,8,3,2,2,2,0,0,10000,3,1,6,608,3090
7275,2,10,5,2,2,2,2,15000,1,3,7,9,4,2,2,2,0,-4,2,4,6,0,0
7276,1,2,3,1,2,0,0,-4,3,4,6,2,3,1,2,0,0,12000,3,1,8,2208,1722
7277,1,2,3,1,2,0,0,26000,3,3,7,2,3,1,2,0,0,15000,4,4,8,1388,640
7278,1,4,3,2,2,-4,2,6000,3,3,8,4,3,2,2,-4,0,-4,2,4,8,0,0
7279,2,6,3,4,2,-4,1,-2,2,6,7,6,5,4,2,1,1,27000,1,6,6,2300,1790
7280,1,3,5,2,2,-4,1,400,2,6,10,3,5,2,2,-4,1,-4,3,1,8,0,0
7281,2,10,2,2,2,1,2,2000,4,5,8,10,2,2,2,1,0,-4,4,6,8,240,160
7282,1,1,6,0,2,3,2,6000,2,1,9,1,3,0,2,3,1,-4,4,1,10,180,925
7283,1,1,2,0,1,0,1,9000,1,1,8,1,2,0,1,0,1,-4,1,1,8,120,320
7284,2,3,3,2,1,-4,1,28000,2,6,8,3,3,2,1,-4,1,23000,3,6,8,46,2123
7285,1,6,3,4,2,-4,2,20000,2,4,7,6,3,4,2,0,0,25000,2,4,8,520,2120
7286,2,11,2,4,2,1,1,-4,2,6,5,11,2,4,2,1,1,-4,3,3,6,0,0
7287,1,2,4,1,2,0,1,-4,3,2,8,2,1,1,2,0,1,-4,3,2,8,0,0
7288,1,1,4,0,1,2,1,-4,3,2,8,1,4,0,1,2,1,-4,4,5,8,0,0
7289,1,4,3,2,1,-4,1,36000,4,6,5,4,2,2,1,-4,1,30000,3,5,6,1616,2006
7290,1,6,1,4,2,-4,1,5500,2,6,5,6,1,4,2,-4,1,20000,2,6,5,970,2082
7291,2,5,2,3,2,1,1,8000,1,5,8,5,3,3,3,1,1,6000,1,6,7,820,1904
7292,1,6,2,4,8,0,1,42000,2,6,6,6,2,4,8,0,1,45000,2,6,6,2080,2080
7293,2,6,1,4,2,-4,1,22000,4,6,7,6,1,4,2,-4,1,25000,4,6,6,2080,1480
7294,2,6,2,4,2,1,1,29000,4,6,5,6,4,4,2,1,1,33000,3,6,5,2080,2000
7295,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7296,2,7,1,5,2,-4,1,33000,2,6,7,7,2,5,2,-4,1,39000,2,6,6,2720,2600
7297,1,1,3,0,2,0,1,-4,2,1,7,1,3,0,2,0,1,-4,1,1,8,0,0
7298,1,1,6,0,3,4,1,-4,2,1,8,1,6,0,3,4,1,-4,1,1,8,0,0
7299,1,6,2,4,2,-4,1,33000,2,6,7,6,2,4,2,-4,1,46000,2,5,8,2328,2120
7300,1,1,2,0,4,0,1,8500,3,1,8,1,1,0,4,1,1,-4,1,1,1,1216,200
7301,2,4,3,2,2,1,1,15000,2,6,8,4,3,2,2,1,1,38000,2,6,8,1640,2080
7302,2,4,4,2,2,-4,1,21000,3,3,8,4,4,2,2,-4,1,7000,3,5,8,2128,0
7303,2,6,4,4,2,1,1,25000,2,6,10,6,4,4,2,1,1,-4,2,6,10,1560,0
7304,2,4,7,2,2,1,1,27000,3,6,6,4,3,2,2,1,1,40000,3,6,5,-3,2080
7305,2,4,7,2,2,1,1,30000,1,6,7,4,4,2,2,1,1,28000,2,6,6,3227,2456
7306,2,4,2,2,3,-4,1,24000,2,6,6,4,2,2,3,-4,1,-2,2,6,8,2894,1995
7307,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,3,2,-4,1,55000,1,5,5,0,0
7308,1,6,1,4,2,-4,2,-1,2,6,6,6,1,4,2,-4,0,-1,1,6,7,2080,2080
7309,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7310,1,1,3,0,2,-4,1,-4,2,3,8,1,3,0,2,-4,1,-4,1,3,8,0,0
7311,1,4,1,2,2,-4,1,8000,1,3,6,4,1,2,2,-4,1,3000,2,2,8,1073,0
7312,1,4,5,2,3,3,1,70000,1,6,6,4,5,2,3,3,1,30000,3,6,6,2184,3592
7313,2,6,3,4,1,1,1,19000,3,6,4,6,3,4,1,1,1,25000,3,6,5,1812,2668
7314,1,4,2,2,2,0,1,2500,4,5,6,4,2,2,2,0,1,-4,4,4,6,376,84
7315,1,4,7,1,1,-4,1,63000,2,4,5,4,5,1,2,-4,1,48000,2,6,5,4368,2000
7316,1,1,4,0,2,0,1,1500,2,4,7,1,4,0,2,1,1,-4,1,1,12,0,0
7317,2,1,7,0,1,5,1,-4,4,1,8,1,7,0,1,5,1,-4,4,1,6,0,0
7318,2,4,5,1,1,3,1,18000,4,1,7,4,5,1,3,3,1,17500,3,4,6,2080,2080
7319,2,1,5,0,2,4,1,9000,3,2,11,1,5,0,2,4,1,10000,4,3,10,1570,336
7320,1,1,2,0,4,0,1,21000,4,1,10,1,2,0,4,0,1,19000,3,-2,8,2080,2080
7321,2,3,4,2,1,1,1,11000,2,3,7,9,4,2,1,2,1,10500,3,4,7,1494,1456
7322,1,10,1,2,2,-4,1,4000,2,5,8,6,3,4,2,-4,1,12000,1,2,5,1280,1772
7323,1,6,3,4,2,-4,1,18000,1,4,6,6,3,4,2,-4,1,17000,1,4,8,1937,2484
7324,2,6,2,4,3,-4,1,55000,2,6,6,11,2,4,3,-4,1,54000,3,5,5,2106,2176
7325,1,9,2,2,2,-4,1,25000,1,5,5,9,3,2,2,-4,1,25000,1,5,6,2680,2577
7326,1,1,4,0,2,0,0,10000,3,5,8,1,2,0,1,0,1,-4,4,2,8,0,0
7327,2,4,5,1,2,4,0,7000,3,5,5,4,6,1,2,4,1,8000,3,2,4,1685,965
7328,2,3,5,2,2,4,1,-4,3,2,5,3,5,2,2,4,1,10800,4,2,3,446,618
7329,2,3,3,2,1,1,0,-4,3,3,8,3,4,2,1,2,0,-4,3,1,-2,0,0
7330,2,10,2,2,2,-4,1,37000,2,6,7,4,2,2,2,-4,1,26000,4,6,6,0,0
7331,1,3,4,2,1,2,1,27000,2,4,5,3,5,2,1,3,1,25000,3,6,6,1904,1530
7332,1,1,1,0,8,0,1,-4,2,1,9,1,1,0,8,0,1,-4,1,1,8,1296,2552
