PUBID,gender,ENROLLSTAT_2009,CV_HH_SIZE_2009,CV_HIGHEST_DEGREE_2009,marital_status_2009,BIO_CHILD_HH_2009,URBAN-RURAL_2009,income_2009,health_2009,T_2009,y_2009,ENROLLSTAT_2010,CV_HH_SIZE_2010,CV_HIGHEST_DEGREE_2010,marital_status_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,income_2010,health_2010,T_2010,y_2010,CVC_HOURS_WK_YR_ALL_2009,CVC_HOURS_WK_YR_ALL_2010
5351,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,2,4,3,-4,0,30000,1,6,7,160,2080
5352,1,3,2,2,3,-4,2,37000,2,2,5,3,3,2,3,1,1,35000,2,2,5,2810,2660
5353,1,10,3,2,2,-4,1,35000,1,6,8,6,2,4,1,-4,1,10000,2,6,5,850,2700
5354,1,4,1,2,2,-4,2,58000,2,6,4,4,2,2,2,-4,2,53000,3,6,3,2096,2124
5355,1,6,1,4,2,-4,0,-2,2,5,5,6,1,4,2,-4,0,81500,3,3,6,2378,2537
5356,1,4,3,2,3,1,1,42000,1,6,7,4,5,2,3,1,0,41000,1,5,6,2194,2382
5357,1,5,3,3,3,-4,0,-4,1,5,8,5,3,3,3,-4,0,130254,1,5,7,2080,2040
5358,2,11,2,4,3,-4,1,30000,2,6,8,11,2,4,3,-4,1,10880,2,6,7,1040,860
5359,2,2,4,-3,3,2,0,-2,4,5,10,2,4,1,3,2,0,-2,4,6,2,-3,828
5360,1,6,1,4,2,-4,0,38000,1,6,8,6,2,4,3,-4,0,34000,2,5,8,2410,2080
5361,2,6,1,4,4,-4,1,3000,3,3,7,6,3,4,3,-4,1,-2,3,4,7,1888,2255
5362,1,3,2,2,1,-4,1,36000,1,3,6,3,2,2,1,-4,1,44000,2,3,6,2080,2080
5363,1,3,4,2,3,1,2,45000,3,6,7,3,4,2,3,1,1,-4,3,6,6,0,2000
5364,1,3,4,2,2,-4,0,-4,3,3,6,3,4,2,2,-4,0,-4,3,1,8,0,0
5365,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5366,1,3,2,2,2,-4,1,55000,2,6,6,3,2,2,2,-4,1,45000,3,3,7,2470,3429
5367,2,3,4,2,3,2,-4,10000,1,3,9,3,4,2,3,2,-4,-4,1,4,9,530,631
5368,1,3,3,2,2,-4,1,-2,3,3,8,3,3,2,2,-4,1,-2,3,3,8,-3,-3
5369,2,6,1,4,2,-4,1,22000,2,6,8,6,2,4,3,-4,1,29000,2,6,8,2080,2080
5370,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5371,1,4,2,2,2,-4,1,83980,1,6,6,4,2,2,2,-4,1,82000,1,6,5,2645,2805
5372,2,4,3,1,1,1,1,16000,4,4,5,4,3,1,1,1,1,18000,5,3,4,2396,2080
5373,1,3,5,2,3,2,0,60000,3,3,6,3,5,2,3,2,0,67000,3,5,6,2094,2184
5374,1,4,4,1,1,0,0,-2,3,4,7,4,4,1,1,0,0,20000,3,3,7,1960,1120
5375,1,3,1,2,2,-4,0,48000,3,3,8,3,2,2,3,-4,0,60000,2,2,4,3410,3110
5376,1,-3,2,0,1,0,1,20000,3,3,7,-3,3,0,1,1,1,28000,3,3,7,2035,2390
5377,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5378,2,1,3,0,3,1,0,9000,3,6,8,1,3,0,3,1,0,-4,4,6,4,0,-3
5379,1,-3,1,2,2,-4,1,26228,1,3,6,-3,2,2,2,-4,1,13000,1,6,7,-3,-3
5380,1,6,2,4,3,-4,1,32000,3,4,7,6,4,4,3,2,0,35000,2,4,7,2600,1370
5381,2,6,4,4,3,2,1,32000,3,6,8,6,4,4,3,2,1,-2,4,6,8,2080,2110
5382,2,3,4,2,8,1,1,29000,2,6,8,4,4,2,8,1,1,26000,3,6,7,3020,2666
5383,1,4,1,2,2,-4,0,67000,1,4,8,4,2,2,3,-4,0,40000,1,3,7,2700,2980
5384,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2340,2340
5385,1,4,3,2,1,-4,1,25000,3,2,9,4,2,2,2,-4,1,25000,3,3,7,2212,2284
5386,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5387,2,2,3,1,8,2,1,9551,5,4,3,2,3,1,8,2,1,12500,5,3,3,1275,1157
5388,2,6,1,4,2,-4,1,33000,2,6,7,6,1,4,2,-4,1,38000,2,6,7,2248,2121
5389,2,6,3,4,3,1,1,40000,2,6,7,6,3,4,3,1,1,41000,2,6,7,2080,2080
5390,2,4,4,2,1,2,1,-2,3,3,5,4,4,2,2,3,1,-2,3,3,8,1060,665
5391,1,6,1,4,2,-4,1,30000,2,3,7,6,1,4,2,-4,1,33000,2,3,6,3380,2935
5392,2,4,4,2,1,-4,0,29000,1,6,8,4,4,2,1,-4,0,18000,3,6,7,2115,-3
5393,1,4,3,2,3,1,1,54000,2,6,7,4,4,2,3,1,1,50000,2,6,7,0,0
5394,2,6,1,4,2,-4,1,67000,2,6,7,6,1,4,2,-4,1,74000,2,6,7,2265,2835
5395,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5396,1,2,1,1,2,-4,1,-4,1,5,7,2,2,1,1,-4,1,20000,1,5,7,1208,2988
5397,2,4,3,2,1,1,1,15000,3,5,4,4,3,2,3,1,1,27000,3,6,3,2360,2825
5398,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5399,2,10,7,2,3,3,1,-4,3,6,2,10,6,2,3,3,1,-4,4,6,3,0,0
5400,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5401,2,6,4,4,3,1,1,2500,3,3,8,6,4,4,3,1,1,42000,3,4,8,2180,2044
5402,2,4,3,2,3,1,0,-4,1,1,8,4,4,2,3,2,0,-4,1,1,6,0,568
5403,2,2,5,1,3,3,1,31500,2,6,6,2,5,1,3,3,1,38750,3,6,7,2860,2830
5404,2,3,1,2,2,0,1,-4,2,6,7,3,1,2,2,0,1,18000,2,3,8,2611,2800
5405,2,5,3,3,3,1,1,30000,1,3,8,5,3,3,3,1,1,-2,2,3,10,1680,1774
5406,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5407,1,6,3,4,3,1,0,30000,3,6,8,6,3,4,3,1,0,33000,2,6,8,2080,2080
5408,1,6,2,4,1,-4,1,57000,2,6,6,6,2,4,3,-4,1,60000,2,6,6,2600,2600
5409,1,3,4,2,1,1,1,28000,2,6,6,10,3,2,1,1,1,22000,3,6,5,3420,2250
5410,2,6,2,4,3,-4,1,40000,1,4,8,6,2,4,3,-4,1,38000,1,4,9,2438,2362
5411,2,4,2,2,2,1,1,25000,1,3,9,4,2,2,2,1,1,19200,3,3,6,2510,2586
5412,2,6,3,4,2,-4,1,44100,2,6,8,6,2,4,1,-4,1,43000,2,6,8,2850,2860
5413,2,11,5,5,3,2,1,12000,2,4,8,11,5,5,3,2,0,4000,2,6,7,490,20
5414,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5415,1,3,2,2,2,0,1,121993,2,6,9,3,3,2,2,0,1,55000,3,3,6,3967,4305
5416,2,4,4,2,3,1,0,30000,2,6,7,4,5,2,3,2,0,-2,2,6,8,3461,2358
5417,1,2,7,1,3,5,1,16000,2,4,6,2,8,1,3,5,1,21500,3,3,5,3672,4126
5418,2,4,4,2,1,1,1,-2,4,2,6,4,4,2,1,1,1,20000,3,6,6,2278,2295
5419,2,4,6,2,3,2,0,-4,3,6,6,4,6,2,3,2,0,-4,3,6,7,0,0
5420,1,3,4,2,2,-4,0,-2,1,4,8,3,2,2,2,-4,0,27000,1,5,7,-3,-3
5421,2,6,2,4,3,-4,1,35000,3,5,7,6,2,4,3,-4,1,35000,2,6,8,2080,2080
5422,2,3,3,2,3,1,1,20000,2,2,8,3,4,2,3,2,1,12000,2,4,7,-3,2340
5423,1,4,3,2,3,1,1,38000,3,6,5,4,3,2,3,1,1,65000,3,6,6,2352,2884
5424,2,3,5,2,1,3,1,-4,2,2,8,3,5,2,1,3,1,-4,4,3,8,0,425
5425,2,5,3,3,3,1,1,26000,3,6,6,5,3,3,3,1,1,27000,3,6,7,2000,2056
5426,1,4,1,2,6,-4,1,25000,1,3,12,4,1,2,8,-4,1,28500,3,2,5,3406,3328
5427,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
5428,1,5,1,3,2,-4,1,45000,1,6,8,5,3,3,2,-4,1,45000,1,6,8,0,0
5429,1,3,4,2,3,2,1,121993,1,2,8,3,4,2,3,2,1,130254,1,4,8,3075,3060
5430,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5431,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5432,2,3,3,2,1,1,0,-2,2,4,6,3,3,2,1,1,0,15000,3,1,6,1924,1912
5433,1,4,5,2,3,2,1,33000,2,5,5,4,5,2,3,2,1,34500,2,4,4,2082,2443
5434,1,4,3,2,3,1,1,30000,2,6,7,4,4,2,3,2,1,32000,1,5,4,480,60
5435,1,3,2,2,2,-4,1,20000,3,1,4,3,1,2,2,-4,1,26000,4,1,8,1240,2108
5436,1,1,1,0,2,-4,1,25000,3,2,6,2,1,1,2,-4,1,22000,3,2,6,1670,2479
5437,1,4,3,2,3,1,1,25000,2,4,7,4,3,2,3,1,1,49000,2,4,6,2080,2080
5438,1,5,2,3,3,-4,1,28000,1,6,7,5,2,3,3,-4,1,30000,1,6,6,2080,2080
5439,1,7,3,5,3,1,0,61200,2,6,8,7,4,5,3,2,0,68000,3,6,7,2104,2166
5440,1,4,3,2,2,-4,0,25000,3,3,6,4,3,2,2,-4,0,30000,3,3,6,1975,2320
5441,1,5,3,3,2,0,0,55000,1,4,7,5,2,3,2,1,0,62000,1,4,7,2288,2384
5442,1,5,2,3,2,-4,0,50000,1,4,7,5,2,3,2,-4,0,55000,2,3,8,2604,1692
5443,1,3,3,2,3,1,1,30000,2,3,6,3,3,2,3,1,1,32000,2,3,8,2080,2091
5444,2,9,4,2,2,1,0,30000,2,6,4,9,4,2,2,1,0,30000,1,6,5,2244,2496
5445,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5446,2,6,2,4,3,-4,0,5000,3,5,7,6,3,4,3,1,1,40000,2,3,6,2330,1400
5447,1,3,2,2,2,-4,0,45000,3,6,8,3,5,2,2,-4,0,35000,1,5,6,3454,3970
5448,2,3,2,2,4,0,0,120,3,4,8,3,1,2,8,0,0,-4,3,1,9,1130,0
5449,1,6,1,-3,2,-4,0,13000,2,6,7,6,1,4,2,-4,0,26000,2,6,7,2770,2425
5450,1,3,5,2,1,1,0,28500,2,3,7,3,5,2,1,1,0,28000,2,4,7,2340,2340
5451,2,3,4,2,3,2,0,-4,3,3,5,3,4,2,3,2,0,7200,3,2,6,584,1328
5452,2,6,2,4,3,-4,2,35000,2,6,8,6,2,4,3,-4,1,-2,3,6,7,200,2080
5453,1,9,3,2,4,0,1,4500,2,6,6,5,4,3,4,1,1,-4,1,6,6,0,0
5454,2,7,5,5,2,-4,1,21000,2,6,6,7,5,5,2,-4,1,19000,2,6,7,2200,2220
5455,1,4,2,2,3,-4,2,40000,3,3,8,4,2,2,3,-4,0,-2,2,6,8,0,0
5456,2,2,2,1,3,-4,1,-2,2,5,6,2,2,1,3,-4,1,25000,2,5,5,2852,2830
5457,2,3,2,2,2,1,1,23000,3,3,9,3,3,2,2,1,1,24000,2,1,5,612,1856
5458,1,3,3,2,2,-4,1,10000,2,2,8,3,2,2,2,-4,1,15000,3,3,7,-3,-3
5459,1,2,3,-3,1,1,1,-2,2,4,7,2,1,1,2,0,0,20000,2,6,6,-3,-3
5460,2,4,4,2,3,2,1,5000,2,4,7,4,4,2,3,2,1,2700,2,5,6,1007,970
5461,1,1,4,0,1,1,0,3000,1,1,7,1,4,0,2,2,1,3000,1,3,7,1720,865
5462,1,2,3,1,1,1,1,25000,3,2,9,2,2,1,2,0,1,20000,4,3,5,1784,848
5463,2,3,4,2,8,3,1,9800,2,1,6,3,5,2,8,4,1,8000,3,3,6,1530,1272
5464,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5465,2,1,3,0,2,1,1,-4,4,1,8,1,3,0,2,1,1,-4,4,6,8,0,0
5466,2,2,4,1,3,2,1,12700,3,5,7,2,4,1,3,2,1,18300,2,5,5,2142,2196
5467,2,2,3,1,7,0,1,5300,1,6,4,2,3,1,7,1,1,-4,2,6,8,1320,680
5468,2,4,2,2,2,-4,1,23070,3,6,6,4,3,2,2,-4,1,25000,3,6,6,1920,2085
5469,2,3,4,2,3,2,1,-4,1,6,8,3,4,2,3,2,1,-4,1,6,8,0,0
5470,2,4,2,2,2,1,1,36000,3,6,6,4,2,2,2,1,1,44000,3,6,6,2520,2105
5471,1,3,2,2,2,-4,1,-4,4,6,6,3,2,2,2,-4,1,9000,4,6,6,930,2030
5472,2,2,2,1,1,-4,1,7500,3,5,6,2,2,1,1,-4,1,-4,3,5,6,880,0
5473,2,6,2,4,1,-4,0,50000,2,6,8,6,2,4,1,-4,0,14000,1,6,8,3145,2128
5474,1,7,2,7,2,-4,1,46000,2,6,5,7,1,7,2,-4,0,46000,1,6,6,4640,4420
5475,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,690,0
5476,2,6,2,4,3,-4,1,-2,1,6,7,6,3,4,3,1,1,49000,1,6,7,1848,1248
5477,2,6,3,4,2,-4,1,28000,1,3,8,6,2,4,1,-4,1,30000,1,5,9,2058,1548
5478,2,5,2,3,3,-4,0,65000,1,6,8,5,2,3,3,-4,0,57000,1,5,7,-3,2245
5479,2,10,2,3,1,-4,2,-4,2,6,7,10,2,3,1,-4,0,35000,2,6,7,720,476
5480,2,10,3,4,4,-4,1,11000,2,6,5,6,2,4,3,-4,1,11000,1,6,5,663,1548
5481,1,6,1,4,2,-4,1,75729,2,6,7,11,1,4,2,-4,0,130254,2,6,7,2456,2672
5482,2,6,2,4,1,-4,0,35000,1,6,9,11,2,4,1,-4,0,30000,1,5,7,1944,2319
5483,1,5,1,3,2,-4,0,40000,2,3,6,5,1,3,2,-4,0,30000,2,6,6,3861,3340
5484,1,3,2,2,1,-4,2,48000,2,6,7,3,2,2,1,-4,0,52000,2,6,8,2340,2390
5485,2,5,3,3,3,-4,0,22000,3,6,8,5,2,3,3,-4,0,23000,3,6,8,1703,1860
5486,1,1,2,0,2,0,0,30000,2,3,7,1,3,0,1,0,0,30000,2,4,6,2100,3120
5487,2,3,4,2,3,2,0,2000,1,3,7,3,4,2,3,2,0,23000,3,4,6,1648,1976
5488,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5489,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
5490,2,10,3,2,2,-4,1,20000,2,6,9,9,1,4,2,-4,1,18000,4,6,8,1600,2247
5491,1,4,5,2,3,3,0,25000,2,2,6,10,5,2,3,3,0,55000,2,6,5,-3,3060
5492,1,5,5,3,1,1,0,1144,3,6,8,5,5,3,3,1,0,4050,2,6,8,2616,2394
5493,2,1,4,0,1,2,1,-4,5,4,5,1,4,0,1,2,1,-2,3,3,5,0,240
5494,1,3,1,2,8,0,1,-4,1,5,6,4,1,2,8,1,1,3000,1,1,10,550,380
5495,2,3,4,2,2,3,0,14000,2,2,5,3,4,2,2,3,0,14000,2,1,6,-3,-3
5496,2,10,6,3,3,4,0,3000,2,6,6,10,6,3,3,4,0,-4,2,4,6,0,80
5497,1,4,4,2,1,-4,2,38000,2,6,7,4,4,2,1,-4,0,47000,2,5,8,2080,840
5498,2,4,1,2,4,-4,0,18000,3,5,5,4,2,2,7,-4,0,24000,2,4,7,3386,3644
5499,1,2,1,1,2,-4,1,21000,3,3,8,2,3,1,1,1,1,-4,3,4,8,0,0
5500,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,2,1,-4,0,1000,5,1,8,180,180
5501,2,3,4,2,3,2,0,-2,2,3,6,3,4,2,3,2,0,15000,2,3,6,2080,2080
5502,1,3,2,2,1,-4,1,35000,2,6,7,3,1,2,2,-4,0,22000,2,3,5,2060,2665
5503,2,5,2,3,3,-4,1,26000,3,6,8,5,3,3,3,1,1,26000,3,6,6,2014,2040
5504,2,4,6,2,1,1,0,-2,3,6,6,10,3,2,1,1,0,14000,4,6,8,736,630
5505,2,11,1,4,2,-4,1,30000,1,6,8,11,1,4,2,-4,1,15000,1,5,9,560,354
5506,2,3,2,2,1,-4,1,20000,3,6,5,3,1,2,2,-4,1,23000,1,6,5,3175,3324
5507,2,3,2,2,3,-4,0,-2,2,2,7,3,2,2,3,-4,0,-2,1,3,7,458,891
5508,2,3,2,2,7,0,0,26000,3,6,5,3,3,2,7,1,0,28000,3,6,4,1660,1844
5509,1,5,4,2,3,2,1,20000,2,6,7,5,4,3,3,2,0,40000,2,6,7,2556,2496
5510,1,5,3,3,2,-4,0,20000,2,3,7,5,3,3,2,-4,0,20000,2,4,7,2825,2600
5511,1,3,2,2,7,-4,0,9000,4,1,8,3,2,2,7,-4,0,13200,4,6,7,-3,-3
5512,1,4,2,2,1,-4,1,19500,2,4,8,4,3,2,2,-4,0,23000,5,4,9,489,1233
5513,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5514,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5515,1,3,4,2,3,2,0,28000,3,6,4,3,6,2,6,2,0,25000,2,3,5,1865,3470
5516,1,3,4,2,2,-4,0,8000,3,6,6,3,4,2,2,-4,0,3600,3,6,6,215,1040
5517,1,2,4,1,1,0,0,8214,3,6,7,2,5,1,1,0,0,-4,3,6,7,770,0
5518,1,3,3,2,1,1,0,-4,3,1,8,3,3,2,1,1,0,-4,4,1,8,0,0
5519,1,2,2,1,1,-4,1,18000,1,3,8,2,2,1,1,-4,1,-4,2,1,8,0,0
5520,1,3,6,2,1,2,1,18500,3,4,6,9,7,2,1,2,1,21000,2,6,6,2113,2236
5521,1,3,4,2,2,0,1,30000,2,6,7,3,1,2,2,0,1,-4,3,4,8,2340,1590
5522,1,3,2,2,2,-4,0,31000,1,3,7,3,2,2,3,-4,0,35000,3,4,7,2554,2687
5523,1,3,4,2,3,2,0,35000,2,3,7,9,4,2,3,2,0,51000,3,3,6,0,517
5524,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5525,1,3,2,2,1,-4,1,40000,2,3,7,3,4,2,1,-4,1,25000,2,1,7,1596,1632
5526,2,5,3,3,3,-4,0,20000,4,6,8,5,3,3,3,-4,0,20000,3,6,8,1268,1985
5527,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5528,2,11,3,4,3,1,0,30000,3,6,6,7,3,5,3,1,0,36000,3,6,9,2390,2365
5529,1,4,3,2,1,-4,0,43000,2,4,6,4,4,2,1,1,1,43000,2,6,6,2245,2860
5530,2,3,1,2,2,-4,0,15000,2,3,-2,3,4,2,1,1,0,14000,2,5,5,1405,960
5531,2,9,4,2,3,2,0,35000,1,6,7,9,4,2,3,2,0,24000,2,6,7,1922,-3
5532,1,3,2,2,2,-4,0,14000,4,1,5,3,2,2,2,-4,0,10000,4,1,5,2550,2860
5533,1,4,3,2,3,1,0,40000,3,6,6,4,3,2,3,1,0,40000,3,6,6,2340,2415
5534,2,10,3,3,1,1,2,-4,4,6,7,5,3,3,3,1,1,-4,4,6,3,0,0
5535,2,3,6,2,7,1,1,-4,2,4,6,9,5,2,7,1,1,5000,2,6,4,0,0
5536,1,5,2,3,3,-4,2,38000,3,6,7,5,2,3,3,-4,0,35000,2,6,7,1870,-3
5537,1,4,4,2,2,-4,2,20000,3,6,6,4,5,2,2,-4,1,18000,3,6,6,1360,1577
5538,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,2,3,2,1,65000,1,5,6,3120,3120
5539,1,10,2,2,2,-4,1,16000,2,6,7,10,2,2,1,-4,1,16000,2,4,8,1560,1590
5540,2,4,2,2,2,1,1,29000,3,6,8,4,2,2,2,1,1,30000,2,6,6,2328,2278
5541,1,7,1,7,6,-4,2,51000,1,6,7,7,2,7,7,-4,0,50000,1,6,7,3380,3380
5542,1,10,2,4,1,-4,2,39000,3,6,7,11,2,4,1,-4,0,44000,3,6,8,2080,1400
5543,2,3,3,2,3,1,2,20000,2,5,9,3,3,2,3,1,0,-4,2,5,8,450,0
5544,2,6,1,4,2,-4,1,25000,2,6,7,6,2,4,2,-4,1,18000,2,6,5,1076,1272
5545,1,3,4,2,2,-4,1,25000,3,1,5,3,4,2,2,-4,1,50000,2,3,6,2625,2670
5546,1,10,1,2,2,-4,1,20000,3,6,8,10,3,2,2,-4,0,20000,3,6,8,1040,840
5547,1,3,3,2,3,1,1,25000,4,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2064,-4
5548,2,2,6,1,1,3,0,12000,3,6,7,2,6,1,1,3,0,14500,3,6,4,1992,384
5549,1,3,1,2,2,0,0,30000,1,1,8,3,3,2,2,0,0,-4,1,1,6,2580,2640
5550,1,3,3,2,3,1,0,25000,1,4,8,3,3,2,3,1,0,-2,3,2,8,2340,2080
5551,2,4,3,2,1,1,1,36000,3,6,7,4,3,2,3,1,1,38000,3,6,6,3440,4660
5552,1,4,2,2,3,-4,0,36000,3,6,7,4,2,2,3,-4,0,52000,3,6,6,3154,3442
